Text,Video URL,Region,Label
suy ra (Toán học),https://qipedc.moet.gov.vn/videos/D0186.mp4?autoplay=true,,suy_ra_(Toán_học)
bánh cốm,https://qipedc.moet.gov.vn/videos/W00128.mp4?autoplay=true,,bánh_cốm
ấm trà,https://qipedc.moet.gov.vn/videos/W00055.mp4?autoplay=true,,ấm_trà
khuyến khích,https://qipedc.moet.gov.vn/videos/D0030.mp4?autoplay=true,,khuyến_khích
ghé thăm,https://qipedc.moet.gov.vn/videos/W01406.mp4?autoplay=true,,ghé_thăm
họp nhóm,https://qipedc.moet.gov.vn/videos/D0452T.mp4?autoplay=true,T,họp_nhómT
phương pháp,https://qipedc.moet.gov.vn/videos/W02714.mp4?autoplay=true,,phương_pháp
ngày sinh,https://qipedc.moet.gov.vn/videos/W02338B.mp4?autoplay=true,B,ngày_sinhB
hai phân số bằng nhau,https://qipedc.moet.gov.vn/videos/W02617.mp4?autoplay=true,,hai_phân_số_bằng_nhau
phòng chức năng,https://qipedc.moet.gov.vn/videos/W02670.mp4?autoplay=true,,phòng_chức_năng
kí hiệu,https://qipedc.moet.gov.vn/videos/W01867.mp4?autoplay=true,,kí_hiệu
máy tính (laptop),https://qipedc.moet.gov.vn/videos/W02151.mp4?autoplay=true,,máy_tính_(laptop)
pháo hoa,https://qipedc.moet.gov.vn/videos/W02605.mp4?autoplay=true,,pháo_hoa
lão già,https://qipedc.moet.gov.vn/videos/W01947.mp4?autoplay=true,,lão_già
chương trình,https://qipedc.moet.gov.vn/videos/W00713.mp4?autoplay=true,,chương_trình
phẫu thuật chân,https://qipedc.moet.gov.vn/videos/D0361.mp4?autoplay=true,,phẫu_thuật_chân
đuôi chuột,https://qipedc.moet.gov.vn/videos/D0076.mp4?autoplay=true,,đuôi_chuột
hú vía,https://qipedc.moet.gov.vn/videos/D0070.mp4?autoplay=true,,hú_vía
hải sản,https://qipedc.moet.gov.vn/videos/D0388.mp4?autoplay=true,,hải_sản
quận,https://qipedc.moet.gov.vn/videos/W02790N.mp4?autoplay=true,N,quậnN
chia đôi,https://qipedc.moet.gov.vn/videos/D0249B.mp4?autoplay=true,B,chia_đôiB
rèn luyện,https://qipedc.moet.gov.vn/videos/W02854.mp4?autoplay=true,,rèn_luyện
thiếp mời,https://qipedc.moet.gov.vn/videos/W03263.mp4?autoplay=true,,thiếp_mời
lễ Halloween 31/10,https://qipedc.moet.gov.vn/videos/D0048N.mp4?autoplay=true,N,lễ_Halloween_31/10N
diệt chủng,https://qipedc.moet.gov.vn/videos/W01042.mp4?autoplay=true,,diệt_chủng
đất,https://qipedc.moet.gov.vn/videos/W01135.mp4?autoplay=true,,đất
bé hơn,https://qipedc.moet.gov.vn/videos/W00218.mp4?autoplay=true,,bé_hơn
chị họ,https://qipedc.moet.gov.vn/videos/D0152B.mp4?autoplay=true,B,chị_họB
siêu thị,https://qipedc.moet.gov.vn/videos/W02951.mp4?autoplay=true,,siêu_thị
diện tích toàn phần,https://qipedc.moet.gov.vn/videos/W01040.mp4?autoplay=true,,diện_tích_toàn_phần
ghép hình,https://qipedc.moet.gov.vn/videos/W01407.mp4?autoplay=true,,ghép_hình
ở trong,https://qipedc.moet.gov.vn/videos/W02581.mp4?autoplay=true,,ở_trong
đồng phục,https://qipedc.moet.gov.vn/videos/W01294T.mp4?autoplay=true,T,đồng_phụcT
băng dính,https://qipedc.moet.gov.vn/videos/W00190.mp4?autoplay=true,,băng_dính
trực tiếp,https://qipedc.moet.gov.vn/videos/W03665.mp4?autoplay=true,,trực_tiếp
ma cà rồng,https://qipedc.moet.gov.vn/videos/W02105.mp4?autoplay=true,,ma_cà_rồng
chăn nuôi,https://qipedc.moet.gov.vn/videos/W00510N.mp4?autoplay=true,N,chăn_nuôiN
đèn điện,https://qipedc.moet.gov.vn/videos/W01155T.mp4?autoplay=true,T,đèn_điệnT
người xưa,https://qipedc.moet.gov.vn/videos/W02438N.mp4?autoplay=true,N,người_xưaN
chè đỗ đỏ,https://qipedc.moet.gov.vn/videos/W00548.mp4?autoplay=true,,chè_đỗ_đỏ
hút nước,https://qipedc.moet.gov.vn/videos/W01716.mp4?autoplay=true,,hút_nước
gắp thức ăn,https://qipedc.moet.gov.vn/videos/W01394.mp4?autoplay=true,,gắp_thức_ăn
hoàng hôn,https://qipedc.moet.gov.vn/videos/W01646.mp4?autoplay=true,,hoàng_hôn
chậm chạp,https://qipedc.moet.gov.vn/videos/D0178.mp4?autoplay=true,,chậm_chạp
bản làng,https://qipedc.moet.gov.vn/videos/W00100.mp4?autoplay=true,,bản_làng
nhọn,https://qipedc.moet.gov.vn/videos/W02504.mp4?autoplay=true,,nhọn
hiểu,https://qipedc.moet.gov.vn/videos/W01591T.mp4?autoplay=true,T,hiểuT
bồi bàn,https://qipedc.moet.gov.vn/videos/W00332.mp4?autoplay=true,,bồi_bàn
chục nghìn,https://qipedc.moet.gov.vn/videos/W00667.mp4?autoplay=true,,chục_nghìn
1,https://qipedc.moet.gov.vn/videos/D0530.mp4?autoplay=true,,1
lượt về (trong thể thao),https://qipedc.moet.gov.vn/videos/D0328.mp4?autoplay=true,,lượt_về_(trong_thể_thao)
8,https://qipedc.moet.gov.vn/videos/D0537.mp4?autoplay=true,,8
phòng bệnh,https://qipedc.moet.gov.vn/videos/W02668.mp4?autoplay=true,,phòng_bệnh
đồng ruộng,https://qipedc.moet.gov.vn/videos/W01295.mp4?autoplay=true,,đồng_ruộng
giá trị phần trăm,https://qipedc.moet.gov.vn/videos/W01434T.mp4?autoplay=true,T,giá_trị_phần_trămT
khép cửa,https://qipedc.moet.gov.vn/videos/W01793.mp4?autoplay=true,,khép_cửa
chỉ,https://qipedc.moet.gov.vn/videos/W00564.mp4?autoplay=true,,chỉ
cây xanh tươi,https://qipedc.moet.gov.vn/videos/W03945N.mp4?autoplay=true,N,cây_xanh_tươiN
rong chơi,https://qipedc.moet.gov.vn/videos/W02868B.mp4?autoplay=true,B,rong_chơiB
còn bạn?,https://qipedc.moet.gov.vn/videos/D0121.mp4?autoplay=true,,còn_bạn?
tha thứ,https://qipedc.moet.gov.vn/videos/W03138N.mp4?autoplay=true,N,tha_thứN
ruộng bậc thang,https://qipedc.moet.gov.vn/videos/W02878.mp4?autoplay=true,,ruộng_bậc_thang
bánh giò,https://qipedc.moet.gov.vn/videos/W00135.mp4?autoplay=true,,bánh_giò
Hồ Chí Minh,https://qipedc.moet.gov.vn/videos/W01681.mp4?autoplay=true,,Hồ_Chí_Minh
thầy giáo,https://qipedc.moet.gov.vn/videos/W03224B.mp4?autoplay=true,B,thầy_giáoB
thủ công,https://qipedc.moet.gov.vn/videos/W03320N.mp4?autoplay=true,N,thủ_côngN
vầng trăng,https://qipedc.moet.gov.vn/videos/W03805N.mp4?autoplay=true,N,vầng_trăngN
phim hoạt hình,https://qipedc.moet.gov.vn/videos/W02656B.mp4?autoplay=true,B,phim_hoạt_hìnhB
cửa hàng,https://qipedc.moet.gov.vn/videos/W00935B.mp4?autoplay=true,B,cửa_hàngB
nắn nót,https://qipedc.moet.gov.vn/videos/W02296.mp4?autoplay=true,,nắn_nót
chị,https://qipedc.moet.gov.vn/videos/W00570B.mp4?autoplay=true,B,chịB
rượu,https://qipedc.moet.gov.vn/videos/W02898T.mp4?autoplay=true,T,rượuT
chim chuyền cành,https://qipedc.moet.gov.vn/videos/W00693.mp4?autoplay=true,,chim_chuyền_cành
Hung-ga-ri (nước Hung-ga-ri),https://qipedc.moet.gov.vn/videos/W01714.mp4?autoplay=true,,Hung-ga-ri_(nước_Hung-ga-ri)
khóc,https://qipedc.moet.gov.vn/videos/W01821.mp4?autoplay=true,,khóc
khó khăn,https://qipedc.moet.gov.vn/videos/W01803B.mp4?autoplay=true,B,khó_khănB
thông minh,https://qipedc.moet.gov.vn/videos/W03288T.mp4?autoplay=true,T,thông_minhT
ngày của Mẹ,https://qipedc.moet.gov.vn/videos/D0054N.mp4?autoplay=true,N,ngày_của_MẹN
thiệt thòi,https://qipedc.moet.gov.vn/videos/W03268.mp4?autoplay=true,,thiệt_thòi
thìa,https://qipedc.moet.gov.vn/videos/W03251N.mp4?autoplay=true,N,thìaN
danh lam thắng cảnh,https://qipedc.moet.gov.vn/videos/W00966.mp4?autoplay=true,,danh_lam_thắng_cảnh
chặt chẽ,https://qipedc.moet.gov.vn/videos/W00514.mp4?autoplay=true,,chặt_chẽ
xuất hiện,https://qipedc.moet.gov.vn/videos/W04010B.mp4?autoplay=true,B,xuất_hiệnB
giao tiếp,https://qipedc.moet.gov.vn/videos/W01453T.mp4?autoplay=true,T,giao_tiếpT
đèn xanh,https://qipedc.moet.gov.vn/videos/W01162T.mp4?autoplay=true,T,đèn_xanhT
mồ côi,https://qipedc.moet.gov.vn/videos/W02229.mp4?autoplay=true,,mồ_côi
học nhóm,https://qipedc.moet.gov.vn/videos/W01668.mp4?autoplay=true,,học_nhóm
phòng đa năng,https://qipedc.moet.gov.vn/videos/W02672.mp4?autoplay=true,,phòng_đa_năng
lý do,https://qipedc.moet.gov.vn/videos/D0296.mp4?autoplay=true,,lý_do
đèn báo giao thông,https://qipedc.moet.gov.vn/videos/W01154B.mp4?autoplay=true,B,đèn_báo_giao_thôngB
sinh vật,https://qipedc.moet.gov.vn/videos/W02960.mp4?autoplay=true,,sinh_vật
rế,https://qipedc.moet.gov.vn/videos/W02859.mp4?autoplay=true,,rế
tự tin,https://qipedc.moet.gov.vn/videos/W03720B.mp4?autoplay=true,B,tự_tinB
thuỷ điện,https://qipedc.moet.gov.vn/videos/W03339T.mp4?autoplay=true,T,thuỷ_điệnT
ảo thuật,https://qipedc.moet.gov.vn/videos/W00027.mp4?autoplay=true,,ảo_thuật
phương Tây,https://qipedc.moet.gov.vn/videos/D0009.mp4?autoplay=true,,phương_Tây
thầy giáo,https://qipedc.moet.gov.vn/videos/W03224N.mp4?autoplay=true,N,thầy_giáoN
máy tính bỏ túi,https://qipedc.moet.gov.vn/videos/W02152.mp4?autoplay=true,,máy_tính_bỏ_túi
thiệp sinh nhật,https://qipedc.moet.gov.vn/videos/D0108N.mp4?autoplay=true,N,thiệp_sinh_nhậtN
bờ ruộng,https://qipedc.moet.gov.vn/videos/W00346.mp4?autoplay=true,,bờ_ruộng
quả địa cầu,https://qipedc.moet.gov.vn/videos/W02735.mp4?autoplay=true,,quả_địa_cầu
ham chơi,https://qipedc.moet.gov.vn/videos/D0342T.mp4?autoplay=true,T,ham_chơiT
chính quyền,https://qipedc.moet.gov.vn/videos/W00618.mp4?autoplay=true,,chính_quyền
tinh trùng,https://qipedc.moet.gov.vn/videos/W03342.mp4?autoplay=true,,tinh_trùng
quanh năm,https://qipedc.moet.gov.vn/videos/D0246.mp4?autoplay=true,,quanh_năm
mùa thu,https://qipedc.moet.gov.vn/videos/W02271.mp4?autoplay=true,,mùa_thu
anh rể,https://qipedc.moet.gov.vn/videos/W00018N.mp4?autoplay=true,N,anh_rểN
cây cọ,https://qipedc.moet.gov.vn/videos/D0473.mp4?autoplay=true,,cây_cọ
gặm xương (con chó gặm xương),https://qipedc.moet.gov.vn/videos/W01391.mp4?autoplay=true,,gặm_xương_(con_chó_gặm_xương)
cung điện,https://qipedc.moet.gov.vn/videos/D0182T.mp4?autoplay=true,T,cung_điệnT
triều đình,https://qipedc.moet.gov.vn/videos/W03587.mp4?autoplay=true,,triều_đình
không cho,https://qipedc.moet.gov.vn/videos/D0033T.mp4?autoplay=true,T,không_choT
yên bình,https://qipedc.moet.gov.vn/videos/W04044.mp4?autoplay=true,,yên_bình
câu thơ,https://qipedc.moet.gov.vn/videos/W00444B.mp4?autoplay=true,B,câu_thơB
đun nấu,https://qipedc.moet.gov.vn/videos/W01321.mp4?autoplay=true,,đun_nấu
ấm no,https://qipedc.moet.gov.vn/videos/W00053.mp4?autoplay=true,,ấm_no
đường chéo,https://qipedc.moet.gov.vn/videos/W01332.mp4?autoplay=true,,đường_chéo
gật gù,https://qipedc.moet.gov.vn/videos/W01401.mp4?autoplay=true,,gật_gù
hình dáng,https://qipedc.moet.gov.vn/videos/W01603.mp4?autoplay=true,,hình_dáng
đều đặn,https://qipedc.moet.gov.vn/videos/W01188.mp4?autoplay=true,,đều_đặn
ngành nghề,https://qipedc.moet.gov.vn/videos/W02333.mp4?autoplay=true,,ngành_nghề
anh em,https://qipedc.moet.gov.vn/videos/W00013B.mp4?autoplay=true,B,anh_emB
nhân hậu,https://qipedc.moet.gov.vn/videos/W02479T.mp4?autoplay=true,T,nhân_hậuT
hoa,https://qipedc.moet.gov.vn/videos/W01619T.mp4?autoplay=true,T,hoaT
đo,https://qipedc.moet.gov.vn/videos/W01227.mp4?autoplay=true,,đo
trò chơi,https://qipedc.moet.gov.vn/videos/W03599.mp4?autoplay=true,,trò_chơi
ngày Giải phóng miền Nam 30/4,https://qipedc.moet.gov.vn/videos/D0044T.mp4?autoplay=true,T,ngày_Giải_phóng_miền_Nam_30/4T
